                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.1487,                 3.8123,                 4.2614,                0.00387,                  0.725,                0.02949,                0.00779,                 2.8885,                 3.6703,                 4.1583,                 0.0002,                 0.0002,                 0.0002
